CTUID,cisr_dim1,cisr_dim2,cisr_dim3,cisr_score,cisr_quintile,cisv_dim1,cisv_dim2,cisv_dim3,cisv_dim4,cisv_score,cisv_quintile
5350577.06,0.9176,1.0408,2.3739,1.4441,5.0,1.7486,-0.9936,-0.3718,-1.9145,-0.3828,2.0
5350577.07,-0.0678,0.4169,1.558,0.6357,4.8333,1.6436,-0.6227,-0.0147,-0.9109,0.0238,3.3333
5350577.08,0.1981,0.7366,1.6306,0.8551,5.0,1.4729,-0.8067,-0.3775,-0.9241,-0.1589,2.5714
5350577.09,0.8741,-0.1924,2.2539,0.9785,5.0,1.5701,-1.8943,-0.534,0.1623,-0.174,3.0
5350585.02,-0.0627,0.6154,0.9083,0.487,4.1111,0.2492,-0.6852,-0.3568,-0.5658,-0.3397,2.1111
5350585.03,0.0974,0.7609,0.3961,0.4181,3.7143,-0.2755,-0.317,-0.6215,-0.4352,-0.4123,2.0
5350585.05,0.1936,1.0868,1.2415,0.8406,4.6667,-0.4274,-0.9021,-0.5992,-0.822,-0.6877,1.25
5350585.07,0.6295,0.9289,0.7089,0.7557,4.4,0.1853,-0.4777,-0.5774,-1.2191,-0.5222,1.8
5350585.08,1.2935,1.5997,1.3692,1.4208,5.0,0.4603,-0.5178,-0.9191,-2.2696,-0.8115,1.0
5350585.09,0.1538,1.0154,1.0254,0.7315,4.5,-0.3223,-0.6881,-0.583,-0.8328,-0.6065,1.375
5350585.10,-0.3256,0.7546,1.441,0.6233,4.6667,-0.0369,-0.7252,-0.3759,-0.6611,-0.4498,1.6667
5350586.02,0.1932,0.4385,0.3079,0.3132,4.0,0.5438,-0.4434,-0.2898,-0.6659,-0.2138,2.75
5350586.03,0.3554,0.1985,0.7772,0.4437,4.1667,1.1434,-0.7667,-0.5376,-0.7691,-0.2325,2.3333
5350586.04,0.356,0.0554,1.9694,0.7936,5.0,1.2761,-1.0583,-0.3923,-0.1972,-0.0929,3.0
5350586.05,0.2897,0.8724,1.6605,0.9409,5.0,0.235,-0.9381,-0.6495,-0.6435,-0.499,2.0
5350587.01,0.4868,1.144,0.6193,0.75,4.6364,-0.0443,-0.4622,-0.7162,-0.962,-0.5462,1.5455
5350587.02,0.4078,0.7843,0.4827,0.5583,4.3,-0.121,-0.5109,-0.6697,-0.5105,-0.453,1.8
5350590.00,-0.0669,-0.3369,-0.4025,-0.2688,2.3333,-0.1029,0.2187,-0.2527,0.7198,0.1457,3.5556
5350591.01,-0.1747,0.5637,1.0664,0.4851,4.2857,-0.4957,-0.8519,-0.5752,0.0804,-0.4606,1.2857
5350591.02,-0.1296,0.1528,0.5188,0.1807,3.3333,-0.2636,-0.7327,-0.1648,0.2694,-0.2229,2.3333
5350592.01,-0.1481,-0.4432,-0.3741,-0.3218,2.3636,0.1382,0.4938,-0.2776,0.9058,0.315,3.9091
5350592.02,0.0969,0.7774,0.9957,0.6233,4.7273,-0.4083,-0.8492,-0.639,-0.1266,-0.5058,1.4545
5350593.01,-0.071,0.7328,0.1963,0.2861,3.6667,-0.3731,-0.3916,-0.592,-0.3123,-0.4173,1.8333
5350593.02,0.4099,1.0258,-0.0461,0.4632,4.3333,-0.3803,-0.5226,-0.6324,-0.6105,-0.5364,1.3333
5350593.03,0.2097,1.1274,0.5156,0.6176,4.3333,-0.3852,-0.2685,-0.7026,-0.4554,-0.4529,2.0
5350593.04,0.7869,1.2184,1.6595,1.2216,5.0,0.3423,-0.772,-0.8181,-1.2318,-0.6199,1.0
5350600.01,2.1067,1.257,0.7756,1.3798,5.0,0.8672,-0.4097,-1.012,-2.0013,-0.6389,1.25
5350600.02,1.0818,0.9216,1.2758,1.0931,4.7857,1.0291,-0.6182,-0.5623,-1.1631,-0.3286,1.8571
5350601.00,2.234,1.0013,1.6559,1.6304,5.0,1.316,-0.6573,-1.1968,-2.0022,-0.6351,1.0
5350602.00,2.0675,1.095,0.6626,1.275,4.8889,0.821,-0.1077,-1.1623,-1.7779,-0.5567,1.8889
5350603.00,1.0384,-0.8824,-0.2898,-0.0446,2.875,1.5792,0.6582,-0.9424,0.8746,0.5424,4.375
5350604.00,1.9019,0.3667,-0.657,0.5372,3.5,0.9442,1.2628,-1.5477,-0.5446,0.0287,3.0
5350605.00,1.539,0.4887,0.1492,0.7257,4.5,0.6796,0.2704,-1.0276,-1.1889,-0.3166,2.25
5350606.00,0.7567,-0.1492,0.0928,0.2334,3.2727,0.7723,0.2141,-0.4072,-0.2849,0.0736,3.4545
5350607.00,0.903,0.1598,0.1575,0.4067,4.0,0.8017,-0.3417,-0.3932,-0.6499,-0.1458,2.6667
5350608.00,0.6195,-0.0136,0.2562,0.2874,3.6,0.9695,-0.5812,-0.4932,-0.2713,-0.094,2.8
5350609.00,2.0897,1.0012,0.6804,1.2571,5.0,0.678,-0.1509,-0.9615,-2.0081,-0.6106,1.4
5350610.03,1.0479,0.0052,-0.5352,0.1726,3.1667,0.4857,0.8841,-1.0653,-0.0172,0.0718,3.5
5350610.04,1.1016,0.6399,-0.9343,0.2691,3.6667,0.11,0.7898,-1.1247,-0.3111,-0.134,2.1667
5350610.05,1.1735,1.4196,1.4443,1.3458,5.0,-0.0925,-0.7325,-1.0513,-1.328,-0.8011,1.0
5350610.06,1.481,1.1313,1.2443,1.2856,5.0,0.6555,-0.3873,-1.1291,-1.1432,-0.501,1.6667
5350611.00,0.8663,0.5676,-0.0194,0.4715,4.4444,0.1383,-0.3671,-0.7244,-0.619,-0.393,1.6667
5350612.01,,,,,,,,,,,
5350612.03,1.4189,0.9038,1.4968,1.2732,4.8182,0.9849,-0.519,-0.8084,-1.4253,-0.442,1.8182
5350612.05,1.2565,0.9034,1.0341,1.0647,4.5,0.6002,-0.0698,-0.9054,-1.2663,-0.4103,2.0
5350612.08,0.9107,0.7569,1.4119,1.0265,4.8,0.7125,-0.6236,-0.6131,-0.9807,-0.3762,2.1
5350612.10,0.7484,1.1784,0.4683,0.7984,5.0,-0.197,-1.2032,-1.4286,-2.0662,-1.2237,1.0
5350612.11,1.2553,1.276,1.9056,1.479,5.0,0.5494,-1.1195,-0.8336,-1.2424,-0.6615,1.2
5350612.12,1.0226,1.3525,1.6832,1.3528,5.0,0.2212,-0.9061,-0.8729,-1.3358,-0.7234,1.2857
5350612.13,1.35,0.9549,1.0298,1.1116,5.0,0.7013,0.0704,-1.0377,-1.0746,-0.3351,2.1667
5350612.14,1.1426,0.994,1.7464,1.2944,5.0,0.7932,-1.0252,-0.7869,-1.0859,-0.5262,1.8333
5350612.15,1.4529,0.6249,1.894,1.3239,4.875,0.9074,-0.976,-0.9431,-0.9965,-0.5021,1.75
5350612.18,0.9841,1.0207,1.7959,1.2669,5.0,0.6531,-1.1847,-0.7865,-0.7628,-0.5202,1.5
5350612.19,1.0955,0.8586,1.633,1.1957,4.8333,0.5905,-0.7913,-0.8262,-1.0726,-0.5249,1.8333
5350612.20,0.9981,1.0037,1.9433,1.315,5.0,0.6939,-1.1102,-0.6811,-1.0708,-0.542,1.3333
5350612.21,1.1066,0.7402,2.1207,1.3225,5.0,0.8209,-1.2867,-0.753,-0.9673,-0.5465,1.625
5350612.22,1.3839,0.6721,2.2217,1.4259,5.0,0.9789,-1.308,-0.9423,-0.8211,-0.5231,1.625
5350612.23,0.926,0.7418,1.6141,1.094,5.0,0.8152,-0.9593,-0.7005,-0.6514,-0.374,1.7143
5350612.25,1.536,1.1818,1.4433,1.387,4.8889,0.8267,-0.5497,-0.8993,-1.3552,-0.4944,1.6667
5350612.26,0.9255,-0.5953,1.4964,0.6088,4.6,1.1734,-0.7804,-1.1389,1.0606,0.0787,3.4
5350612.27,1.1946,0.7689,1.4953,1.1529,4.6,0.5912,-0.7084,-0.8007,-0.9261,-0.461,1.7
5350612.28,2.0824,1.2544,2.3448,1.8939,5.0,1.347,-0.9192,-0.9956,-2.2178,-0.6964,1.0
5350612.29,1.8303,0.676,2.0027,1.503,5.0,1.8565,-0.7886,-0.8825,-1.297,-0.2779,2.0
5350613.01,0.6722,0.3154,-0.1114,0.292,3.7143,0.2464,-0.312,-0.5039,-0.1888,-0.1896,2.5714
5350613.03,0.6709,-0.5525,0.0552,0.0578,3.1667,0.8728,-0.302,-0.3268,0.8012,0.2613,3.8333
5350613.04,0.6742,-0.6032,-0.0656,0.0018,3.2,1.3043,0.2414,-0.9296,1.2102,0.4566,4.4
5350614.01,0.993,0.879,0.3381,0.7367,4.6667,0.0038,-0.5532,-0.791,-0.8301,-0.5426,1.5
5350614.02,0.9671,0.7151,-0.0848,0.5325,4.6667,0.2036,-0.4968,-0.7884,-0.4702,-0.388,2.0
5350615.00,1.5999,-0.8139,2.5001,1.0954,4.9474,1.9647,-1.5044,-1.0168,0.2959,-0.0652,3.1579
5350620.05,0.808,1.2945,2.2137,1.4387,5.0,0.2868,-1.0961,-0.8496,-1.2538,-0.7282,1.0
5350620.06,0.5554,0.1295,1.8772,0.854,5.0,0.9836,-1.2889,-0.4066,-0.0308,-0.1857,2.75
5350620.07,0.6851,1.0067,2.164,1.2853,5.0,0.6276,-1.3736,-0.5817,-0.9045,-0.5581,1.4286
5350620.09,0.5951,0.4595,1.757,0.9372,5.0,0.7835,-1.2916,-0.5091,-0.1943,-0.3028,2.1667
5350620.13,0.6816,1.014,0.0039,0.5665,4.3333,0.2736,-0.1321,-0.7297,-1.3446,-0.4832,1.6667
5350620.14,0.5513,0.7616,1.8839,1.0656,5.0,0.5786,-1.139,-0.7001,-0.6489,-0.4773,1.5
5350620.15,0.447,-0.0922,1.7711,0.7086,4.75,0.912,-1.1675,-0.4471,0.2663,-0.1091,3.0
5350620.16,0.699,0.16,2.0715,0.9768,5.0,1.0153,-1.5479,-0.6169,0.1169,-0.2581,2.0
5350620.17,0.5788,0.8474,2.2015,1.2092,5.0,0.6802,-1.2681,-0.6298,-0.7355,-0.4883,1.8
5350620.18,0.5778,0.1274,1.8519,0.8524,5.0,1.1934,-1.1284,-0.6828,0.0266,-0.1478,3.0
5350620.19,0.955,1.2175,2.264,1.4788,5.0,0.8119,-1.1327,-0.7898,-1.3526,-0.6158,1.0
5350620.20,0.886,1.0942,2.1537,1.378,5.0,0.9744,-0.9973,-0.5224,-1.4227,-0.492,1.3333
5350620.21,1.0184,-0.442,2.1783,0.9182,5.0,1.3087,-1.9818,-0.5808,0.6736,-0.1451,2.6667
5350620.22,0.8507,0.4781,2.0379,1.1222,5.0,0.8686,-1.2555,-0.6865,-0.4733,-0.3867,1.5
5350620.23,0.7237,-0.0178,2.2232,0.9764,5.0,1.0485,-1.5206,-0.5903,0.0519,-0.2526,2.3333
5350620.24,0.783,0.7415,2.1072,1.2106,5.0,0.7422,-1.2714,-0.6788,-0.7467,-0.4887,1.625
5350620.25,1.0178,-0.5288,2.3087,0.9326,5.0,1.2938,-1.629,-0.5088,0.3886,-0.1138,3.0
5350620.26,0.6479,-0.1895,1.7597,0.7394,5.0,1.3049,-1.2623,-0.4512,0.1965,-0.053,3.0
5350620.27,0.9286,-0.2239,1.9606,0.8884,5.0,1.1463,-1.3963,-0.68,0.2662,-0.166,3.0
5350620.28,1.1179,-1.3905,2.567,0.7648,5.0,1.5087,-1.6831,-0.8221,1.1454,0.0372,3.0
5350620.29,0.9165,-1.1511,2.4963,0.7539,5.0,1.4595,-1.606,-0.6088,0.7416,-0.0034,3.0
5350621.00,0.5215,0.6578,0.1338,0.4377,4.0,-0.1437,-0.166,-0.6223,-0.5726,-0.3762,2.0
5350622.00,0.3316,0.5114,0.2107,0.3512,3.75,-0.0868,-0.394,-0.5954,-0.2801,-0.3391,2.25
5350623.00,0.2615,0.009,-0.7692,-0.1662,2.4286,0.1793,0.7074,-0.5249,0.1953,0.1393,3.4286
5350624.00,0.4083,0.6653,-0.2712,0.2675,3.5556,-0.1368,-0.2536,-0.4895,-0.4572,-0.3343,2.1111
5350625.00,0.6876,-0.1858,0.4133,0.305,4.0,1.4316,-0.2269,-0.5646,-1.1752,-0.1338,3.0
5350626.00,0.8189,1.0129,0.4476,0.7598,4.6,0.1746,-0.4132,-0.7542,-1.3409,-0.5834,1.3
5350630.00,0.2063,0.5785,0.2094,0.3314,4.0,0.1872,-0.7052,-0.2453,-0.5062,-0.3174,1.8571
5350631.02,0.2796,1.0372,2.1765,1.1645,4.875,-0.2346,-1.2412,-0.9135,-0.699,-0.7721,1.25
5350631.03,0.4127,1.2387,2.3146,1.322,5.0,-0.3194,-1.4215,-0.8065,-1.0267,-0.8935,1.1667
5350631.04,0.418,1.2591,1.8974,1.1915,5.0,-0.3883,-1.0065,-0.9122,-0.9094,-0.8041,1.2857
5350632.00,0.4427,0.5337,-0.3093,0.2223,3.5,-0.3791,-0.1753,-0.5685,0.0462,-0.2692,2.5
5350633.00,0.0744,0.067,0.6377,0.2597,3.8,0.1147,-0.3723,-0.7836,0.5145,-0.1317,2.8
5350634.01,0.4915,1.172,1.4004,1.0213,4.5714,-0.3441,-0.785,-0.9099,-0.9022,-0.7353,1.2857
5350634.02,0.3564,0.5865,-0.3319,0.2036,3.8333,-0.3484,-0.2885,-0.4752,-0.337,-0.3623,1.8333
5350635.00,0.4148,0.3692,0.1089,0.2976,3.5,-0.0878,0.1258,-0.7532,-0.0831,-0.1996,2.6
5350636.00,0.4039,0.6318,0.3454,0.4604,4.0,-0.3728,-0.694,-0.482,-0.3527,-0.4754,1.5
5350637.00,0.4243,1.0106,0.4358,0.6235,4.25,-0.198,-0.6166,-0.5507,-0.9002,-0.5664,1.4167
5350638.00,-0.0521,0.3371,-0.1797,0.0351,3.0909,-0.3716,-0.106,-0.4989,0.2743,-0.1756,2.5455
5350639.00,0.0294,0.7742,0.3142,0.3726,4.0,-0.5292,-0.7239,-0.3289,-0.1943,-0.4441,1.8
5350800.01,0.5116,0.037,0.4733,0.3406,4.0,0.614,-0.3211,-0.8719,0.3539,-0.0563,3.25
5350800.02,0.2311,-0.0971,-0.6133,-0.1598,2.4,0.1933,-0.1501,-0.0872,0.3283,0.0711,3.5
5350801.01,0.2776,0.4293,-0.2479,0.153,3.2857,0.0813,-0.3368,-0.3486,-0.1146,-0.1797,2.4286
5350801.02,0.6833,0.7555,0.4967,0.6452,4.625,0.2172,-0.3225,-0.7203,-0.6535,-0.3698,1.875
5350802.01,0.6943,1.0644,0.6831,0.8139,4.8571,0.4763,-0.4102,-0.603,-1.1873,-0.431,2.0
5350802.02,1.0623,1.1251,0.3979,0.8617,4.7778,0.1521,-0.3094,-0.6234,-1.315,-0.5239,1.3333
5350803.03,0.6261,0.6951,0.9781,0.7664,4.625,0.5203,-0.5186,-0.6272,-0.6241,-0.3124,2.25
5350803.04,0.7172,1.1166,1.675,1.1696,5.0,0.4461,-0.7635,-0.6817,-1.1801,-0.5448,1.2857
5350803.05,0.474,0.9883,1.698,1.0534,5.0,0.3837,-1.0017,-0.6993,-0.9081,-0.5564,1.4444
5350803.06,0.6529,0.9544,0.9894,0.8656,4.7778,0.3604,-0.4002,-0.409,-1.0514,-0.3751,1.8889
5350804.01,0.5663,1.0848,1.0047,0.8853,4.8333,0.1198,-0.5294,-0.7198,-0.7315,-0.4652,1.6667
5350804.05,0.652,1.0801,0.7148,0.8157,4.7,0.1172,-0.5639,-0.7059,-0.8303,-0.4957,1.5
5350804.06,0.5644,0.7647,-0.274,0.3517,4.0,0.2112,-0.1612,-0.5585,-0.4481,-0.2392,2.4
5350804.07,0.517,0.0299,0.1064,0.2178,3.6,0.7113,-0.2281,-0.4182,0.381,0.1115,3.6
5350804.08,0.442,1.0351,1.1776,0.8849,5.0,0.4741,-0.5949,-0.4766,-0.9029,-0.3751,1.8333
5350804.10,0.4942,0.3464,-0.5861,0.0848,3.4286,0.5279,0.7428,-0.9308,0.2922,0.158,3.4286
5350804.11,0.2931,0.1274,0.7075,0.376,4.0,1.1438,-0.3695,-0.6312,0.4526,0.149,3.625
5350804.12,0.4248,0.404,1.3505,0.7264,5.0,0.9579,-0.8666,-0.351,-0.229,-0.1222,2.8571
5350804.13,0.038,0.5346,1.0616,0.5447,4.5,1.1449,-0.4719,-0.1108,-0.6467,-0.0211,3.0
5350805.04,0.7334,0.8393,1.6488,1.0738,5.0,0.2787,-0.9922,-0.7485,-0.732,-0.5485,1.4286
5350805.06,0.1035,0.2734,1.0712,0.4827,4.3333,0.9169,-0.5394,-0.0243,-0.2735,0.0199,3.2222
5350805.09,0.0171,0.6483,1.4362,0.7005,4.7,0.8795,-0.8781,-0.0903,-0.595,-0.171,2.6
5350805.10,0.1665,0.7182,1.2452,0.7099,4.8462,0.6125,-0.8954,-0.3699,-0.4081,-0.2652,2.3846
5350805.16,0.4036,0.9411,1.8946,1.0797,5.0,1.1527,-0.9013,-0.2308,-1.2515,-0.3077,2.1667
5350805.17,0.2237,0.9138,1.6538,0.9304,5.0,0.6461,-1.0896,-0.5357,-0.7589,-0.4345,1.8125
5350805.18,0.1461,0.5508,0.9824,0.5598,4.6667,0.6569,-0.6532,-0.3418,-0.3529,-0.1727,2.5
5350805.19,-0.0462,0.5133,0.5005,0.3225,4.0,0.6681,-0.1566,-0.3527,-0.1813,-0.0056,3.0
5350805.20,0.2713,0.5752,1.5204,0.789,4.875,0.8636,-1.0465,-0.2329,-0.3259,-0.1854,2.625
5350805.21,0.0594,0.585,1.0917,0.5787,4.5,0.5962,-0.656,-0.2759,-0.2168,-0.1381,3.0
5350805.22,0.3863,0.3661,1.8269,0.8598,5.0,1.314,-0.9607,-0.1333,-0.6682,-0.112,3.0
5350805.23,0.3186,-0.1934,2.0831,0.7361,5.0,1.466,-1.2706,-0.1814,-0.0836,-0.0174,3.0
5350805.24,1.0867,1.1718,1.9484,1.4023,5.0,1.2849,-1.0458,-0.842,-2.2944,-0.7243,1.0
5350805.25,0.322,0.4746,1.6231,0.8066,4.75,1.2191,-0.7153,-0.3349,-0.6001,-0.1078,2.875
5350805.26,1.9606,1.6926,1.3065,1.6532,5.0,0.7745,-0.7295,-1.095,-2.2883,-0.8346,1.0
5350805.27,0.2562,0.4466,1.7412,0.8146,5.0,1.1713,-1.0326,-0.3178,-0.6507,-0.2074,2.75
5350806.00,1.1067,0.4873,1.1351,0.9097,4.6667,0.568,-0.9448,-0.6781,-0.8736,-0.4821,2.0
5350807.00,0.3978,0.731,-0.0063,0.3742,3.6667,-0.2837,-0.2877,-0.6938,-0.4149,-0.42,2.1667
5350810.01,0.0872,-0.4988,-0.4715,-0.2943,2.3333,0.8628,0.211,-0.385,1.0324,0.4303,4.1667
5350810.02,0.7526,0.3134,-0.8657,0.0668,3.0,-0.0585,0.3837,-0.6255,0.0976,-0.0506,3.0
5350810.03,0.5573,0.6194,-0.9146,0.0874,3.1667,-0.0592,0.0818,-0.5351,-0.0473,-0.14,2.8333
5350810.04,0.4138,0.0987,-0.4804,0.0107,3.1,0.3846,0.4329,-0.5519,0.2747,0.1351,3.2
5350810.05,0.4488,0.9174,0.663,0.6764,4.5714,0.0577,-0.3702,-0.5184,-0.6874,-0.3796,2.0
5350811.00,0.1174,-0.7305,-0.34,-0.3177,2.0,0.6867,0.4034,-0.5426,0.7555,0.3257,4.2
5350812.00,-0.0104,0.3563,0.4204,0.2554,3.7,0.4783,-0.4718,-0.2224,-0.1189,-0.0837,3.0
5350820.03,0.3534,0.989,1.289,0.8771,5.0,0.7028,-0.6299,-0.5115,-0.9559,-0.3486,1.8333
5350820.04,0.2063,0.9121,1.4902,0.8695,4.8,0.5907,-0.7505,-0.5425,-0.8055,-0.3769,1.8
5350820.05,0.6759,0.8768,1.6106,1.0545,5.0,0.8533,-0.9955,-0.2833,-1.0792,-0.3761,1.6667
5350820.06,0.4832,0.2957,-0.6884,0.0302,3.0,0.3547,0.2852,-0.6171,0.3274,0.0875,3.25
5350820.07,0.6817,1.0286,1.3535,1.0213,4.5,0.317,-0.6144,-0.7106,-1.0067,-0.5037,1.625
5350830.00,0.2139,0.7747,0.2345,0.4077,4.0,-0.231,-0.4676,-0.6616,-0.3186,-0.4197,1.625
5350831.01,0.2779,0.8308,0.7113,0.6067,4.5,-0.5207,-0.4586,-0.8143,-0.2986,-0.523,1.5
5350831.02,0.4422,0.2603,-0.1074,0.1984,3.7143,-0.3885,0.2765,-0.7588,0.2377,-0.1583,2.5714
5350832.00,-0.0483,0.9334,0.2422,0.3758,4.0,-0.518,-0.5768,-0.6851,-0.3833,-0.5408,1.375
5370001.01,0.2008,0.2544,0.1951,0.2168,3.75,0.1584,0.1917,-0.4363,-0.2233,-0.0773,2.75
5370001.02,-0.3322,0.1066,0.6367,0.137,3.3333,0.3363,-0.2105,0.1059,-0.3308,-0.0248,3.0
5370001.04,0.086,0.2989,0.7084,0.3644,4.1111,0.298,-0.1285,-0.0933,-0.4794,-0.1008,3.0
5370001.05,0.0779,0.1653,0.9265,0.3899,4.1667,0.5949,-0.2282,0.0368,-0.6478,-0.0611,3.1667
5370001.06,0.3009,0.6301,0.5493,0.4934,4.4444,0.3823,-0.1917,-0.1433,-0.6283,-0.1453,2.7778
5370001.07,-0.1885,-0.1102,0.032,-0.0889,2.875,0.4951,0.0587,0.2472,-0.3332,0.117,3.75
5370001.08,-0.0837,0.5302,0.6196,0.3554,3.7778,0.3081,-0.134,-0.0243,-0.5773,-0.1069,3.0
5370001.09,-0.074,0.4545,1.3444,0.575,4.1667,0.3446,-0.5695,-0.0142,-0.7566,-0.2489,2.5
5370002.01,-0.0317,0.5413,0.0304,0.18,3.6667,0.2179,-0.2609,-0.0198,-0.435,-0.1245,2.8333
5370002.03,0.0065,0.4142,-0.3533,0.0225,3.0,0.0766,0.1064,-0.0428,-0.4988,-0.0897,3.0
5370002.04,0.3966,0.6993,0.1666,0.4208,4.1111,0.0017,0.0216,-0.3607,-0.8143,-0.2879,2.2222
5370002.06,0.2803,0.2224,-2.0693,-0.5222,2.8,-0.0374,2.7814,-0.2075,-0.9042,0.4081,3.6
5370002.07,0.3089,0.6757,0.72,0.5682,4.125,0.0975,-0.3233,-0.2979,-0.6073,-0.2828,2.125
5370002.08,0.3839,0.346,1.2497,0.6599,5.0,0.1825,-0.6127,-0.4695,-0.5352,-0.3587,2.0
5370003.01,1.0065,0.5737,-0.2755,0.4349,4.0,0.2157,0.1551,-0.8032,-0.4605,-0.2232,2.4286
5370003.02,0.5897,-0.0585,-0.4693,0.0206,3.1429,0.6563,0.4005,-0.1569,0.044,0.236,3.5714
5370003.03,0.3732,-0.2412,-0.6413,-0.1697,2.5,0.5041,0.5285,0.1794,-0.3,0.228,4.0
5370003.04,0.544,0.0159,-0.6099,-0.0167,2.9,0.5785,0.2658,-0.1207,-0.1138,0.1525,3.4
5370004.01,-0.2942,-0.5221,-0.8778,-0.5647,1.5714,0.7079,0.7871,0.3027,0.3139,0.5279,4.2857
5370004.02,-0.137,-0.1847,-0.4958,-0.2725,2.25,0.5923,0.5565,0.1375,0.076,0.3406,3.75
5370005.01,0.1002,-0.0651,-0.879,-0.2813,2.5455,0.3415,0.8152,-0.0658,0.1253,0.3041,3.7273
5370005.02,-0.0749,-0.1644,-0.8997,-0.3797,2.0,0.4611,0.7203,0.169,0.1541,0.3761,4.0
5370005.03,0.1798,0.1332,-0.6449,-0.1107,2.7143,0.3036,0.7788,-0.2504,-0.3092,0.1307,3.5714
5370006.00,0.1303,-0.1293,-0.8561,-0.285,2.2222,0.2333,0.1661,-0.002,0.2623,0.1649,3.6667
5370007.00,0.0983,-0.4014,-1.1193,-0.4742,2.1667,0.3943,1.1301,-0.1534,0.2388,0.4024,4.0
5370008.00,0.2498,-0.1515,-1.2054,-0.369,2.0,0.2145,0.9235,-0.4296,0.2896,0.2495,3.8
5370009.00,-0.2546,-0.3674,-0.7387,-0.4536,2.1429,0.5667,0.8047,0.2579,0.1596,0.4472,4.2857
5370010.00,0.2597,-0.2012,-0.6381,-0.1932,2.5,0.4498,0.2776,-0.0241,0.1557,0.2147,3.8333
5370011.00,0.4081,0.3394,-0.4998,0.0826,3.0,0.2632,0.0131,-0.1716,-0.3141,-0.0524,3.0
5370012.00,0.2824,-1.5332,-0.0776,-0.4428,2.0,1.7363,-0.6464,0.1778,1.5862,0.7135,5.0
5370013.00,0.6721,0.1685,-0.513,0.1092,3.2,-0.1351,-0.0905,-0.298,-0.0191,-0.1357,2.8
5370014.00,0.7013,0.4028,-0.5108,0.1978,3.6,-0.11,-0.0777,-0.4052,-0.2676,-0.2151,2.6
5370015.00,0.611,0.353,-0.4265,0.1792,3.6667,-0.1736,-0.2804,-0.4955,-0.085,-0.2586,2.3333
5370016.00,1.1452,0.1792,0.1824,0.5022,4.0,0.3131,0.495,-1.0523,0.1508,-0.0233,3.0
5370017.00,2.0989,0.8867,-0.1069,0.9596,5.0,-0.2471,-0.3815,-1.1197,-0.7747,-0.6308,1.1667
5370018.00,,,,,,,,,,,
5370019.00,0.5427,-0.1351,-0.614,-0.0688,2.875,0.5182,-0.085,-0.1572,0.3829,0.1647,3.375
5370020.00,0.4468,0.12,-0.5228,0.0147,2.875,-0.1069,0.0293,-0.2106,0.0094,-0.0697,3.125
5370021.00,0.0714,-0.3232,-0.8595,-0.3704,1.8889,0.1126,0.3665,-0.1282,0.7549,0.2765,4.2222
5370022.00,0.044,-0.3798,-0.8728,-0.4028,1.8889,0.2275,0.4797,0.0392,0.5605,0.3267,3.8889
5370023.00,0.2897,0.4097,-0.6759,0.0079,3.0,-0.217,-0.0661,-0.185,-0.2009,-0.1673,2.75
5370024.00,0.5731,0.0976,-1.0234,-0.1176,3.0,-0.0233,0.7981,-0.3826,-0.0424,0.0874,3.0
5370025.00,-0.0358,0.3114,-0.2019,0.0245,3.0,-0.2378,-0.1545,0.1257,-0.4444,-0.1777,2.3333
5370026.01,-0.0063,-0.5276,-1.3811,-0.6383,1.7143,0.6535,1.3037,0.117,0.6573,0.6829,4.2857
5370026.02,-0.0583,-0.4919,-2.1598,-0.9033,1.3333,0.4258,2.4719,-0.0025,0.3636,0.8147,4.6667
5370026.03,0.3708,0.9423,-0.2075,0.3685,4.25,-0.1556,0.4239,-0.4811,-0.923,-0.284,2.25
5370026.04,0.4876,0.5186,-0.8026,0.0679,3.25,0.1194,0.427,-0.5037,-0.2067,-0.041,3.0
5370026.05,0.2922,0.2754,-1.2399,-0.2241,2.375,0.1818,1.3979,-0.5701,-0.2126,0.1992,3.5
5370026.06,0.0316,-0.2275,-0.2263,-0.1408,2.75,0.7226,-0.0143,-0.0241,0.3235,0.2519,3.5
5370027.00,-0.0056,0.0482,-0.3285,-0.0953,2.5,0.1454,0.0432,-0.676,0.3369,-0.0376,3.0
5370028.00,-0.0157,0.089,-0.7612,-0.2293,2.4,-0.1769,0.2928,-0.0301,0.0237,0.0274,3.4
5370029.00,-0.0078,-0.4414,-0.8288,-0.426,1.875,0.1328,0.4159,0.0668,0.7006,0.329,4.0
5370030.00,0.4973,0.2167,-0.5475,0.0555,3.125,-0.3915,-0.2592,-0.3603,0.3866,-0.1561,2.75
5370031.00,0.5786,-0.0171,-0.7543,-0.0643,2.75,-0.1067,0.0234,-0.4465,0.5647,0.0087,3.0
5370032.00,0.4073,-1.2321,-0.7703,-0.5317,1.8333,0.5176,0.5641,0.272,1.2906,0.6611,4.1667
5370033.00,0.7428,-0.7003,-0.5572,-0.1716,2.3333,0.1191,-0.3855,0.1155,1.1762,0.2563,3.8333
5370034.00,0.6251,-1.8948,-0.3713,-0.547,1.4444,1.6604,0.2011,-0.313,2.3238,0.9681,4.8889
5370035.00,0.3639,-1.6387,-0.8213,-0.6987,1.25,0.8485,0.3148,0.2632,2.2936,0.93,4.875
5370036.00,0.3397,-2.2423,-0.4373,-0.78,1.25,1.7865,0.4207,0.2523,2.8855,1.3362,5.0
5370037.00,0.6068,-3.032,-2.1624,-1.5292,2.0,2.0829,2.4656,0.7711,4.0371,2.3392,5.0
